Week,Port,Supplier,PO,Container,Vessel,QualityComment,Score,Defects
19,DUNKERQUE,AGRO INDUSTRIAL,566393,CGMU6545628,FORT FLEUR D'EPEE,"We make claim for some pallets affected by internal browning until 25%
We make reserves for low brix ",2,Translucency
19,DUNKERQUE,AGRO INDUSTRIAL,566394,CGMU6527579,FORT FLEUR D'EPEE,"We make reserve for 3 pallets with cruched boxes and pallet tilted 
We make reserve on 5 pallets for underweights",2,"Bruising, Underweights"
19,DUNKERQUE,NORTENAS,566373,GESU9546656,FORT FLEUR D'EPEE,"We make reserve/claim for internal brownings (as rot) => 20% of fruits  (high risk of turning)
Some transluceny are observed ",2,"Translucency, Overmaturity"
19,ROTTERDAM,CAPTAIN PINA,2201404,SZLU9156580,MSC ANTHEA Y,exceedance of Mandipropamid ,2,
19,ANVERS,TDV,2201461,CXRU1435894,MSC KATYA R,"15% to 20% are affected by base molds
20% of classic are affected by pitting (advanced coloration)
Container not precooled (18°C)",2,"Mould, Overmaturity, Dehydration/Pitting"
19,ANVERS,AGRO INDUSTRIAL,2201439,MEDU9763264,MSC KATYA R,"50% of fruits inspected are underweights 
Fruits conditions are good ",3,Underweights
19,ANVERS,LAS BRISAS,2201458,MEDU9676386,MSC KATYA R,Direct customer - Report will sent later ,4,
19,ANVERS,LAS BRISAS,2201459,MEDU9705967,MSC KATYA R,Direct customer - Report will sent later ,4,
20,ANVERS,LAS BRISAS,2201555,HLBU9204782,CAUCEDO EXPRESS,"20% of fruits affected by mold formation, isolated brown leaves",3,Mould
20,ANVERS,NORTENAS,2201487,HLBU9310526,CAUCEDO EXPRESS,Direct custumer - report will be sent later on,4,
20,ANVERS,ACON,2201504,CXRU1538444,CAUCEDO EXPRESS,Direct custumer - report will be sent later on,4,
20,ANVERS,LAS BRISAS,2201556,HLBU9899036,CAUCEDO EXPRESS,Direct custumer - report will be sent later on,4,
20,ANVERS,LAS BRISAS,2201557,HLBU9127515,CAUCEDO EXPRESS,Direct custumer - report will be sent later on,4,
20,ANVERS,LAS BRISAS,2201558,HLBU6136386,CAUCEDO EXPRESS,"Frequent presence of bruising, occasional presence of translucency, mold formation (25%)",3,"Translucency, Mould, Bruising"
20,ANVERS,LAS BRISAS,2201553,HLBU9675123,CAUCEDO EXPRESS,Frequent presence of signs of dehydrationn mold formation and brown leaves,3,"Mould, Dehydration/Pitting, Brown leaves"
20,ANVERS,VISA,2201481,HLBU9406361,CAUCEDO EXPRESS,Good quality in general,4,
20,ANVERS,ACON,2201502,TTNU8521214,CAUCEDO EXPRESS,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201549,HLBU9927082,CAUCEDO EXPRESS,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201551,HLBU9387894,CAUCEDO EXPRESS,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201554,TRIU8073264,CAUCEDO EXPRESS,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201552,HLBU9178786,CAUCEDO EXPRESS,Presence of signs of dehdydration on two pallets and mold formation noted,4,
20,ANVERS,PCC,2201507,UACU4804534,CAUCEDO EXPRESS K&N,Good quality in general,4,
20,ANVERS,PCC,2201509,HLBU9580624,CAUCEDO EXPRESS K&N,Good quality in general,4,
20,ANVERS,SEBAS,2201519,UACU4763775,CAUCEDO EXPRESS K&N,Good quality in general,4,
20,ANVERS,PCC,2201510,HLBU9953538,CAUCEDO EXPRESS K&N,Occasional presence of signs of dehydration and translucency,4,
20,ANVERS,LAS BRISAS,566515,FSCU5764063,MSC ANISHA R,Direct custumer - report will be sent later on,4,
20,ANVERS,SEBAS,2201517,BMOU9606726,MSC ANISHA R,"Frequent presence of undercoloration on kolor fruits, we'll keep you updated in case of claims, no temp recorder found",3,Undercoloration
20,ANVERS,SEBAS,2201518,TEMU9665147,MSC ANISHA R,"Frequent presence of undercoloration on kolor fruits, we'll keep you updated in case of claims, no temp recorder found",3,Undercoloration
20,ANVERS,AGRO INDUSTRIAL,2201485,OTPU6595864,MSC ANISHA R,Good quality in general,4,
20,ANVERS,TDV,2201489,SZLU9364201,MSC ANISHA R,Good quality in general,4,
20,ANVERS,TDV,2201490,SZLU9491084,MSC ANISHA R,Good quality in general,4,
20,ANVERS,TDV,2201491,TRIU8995666,MSC ANISHA R,Good quality in general,4,
20,ANVERS,TDV,2201492,MSDU9036489,MSC ANISHA R,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201559,MEDU9646859,MSC ANISHA R,Good quality in general,4,
20,ANVERS,LAS BRISAS,2201560,MSDU9709511,MSC ANISHA R,Good quality in general,4,
20,ANVERS,AGRO INDUSTRIAL,2201482,MSDU9846010,MSC ANISHA R,Isolated mold formation otherwise good quality overall,4,
20,ANVERS,AGRO INDUSTRIAL,2201484,OTPU6674897,MSC ANISHA R,Occasional undercoloration on kolor fruits and some dehydration,3,"Dehydration/Pitting, Undercoloration"
20,ANVERS,AGRO INDUSTRIAL,2201483,SZLU6000926,MSC ANISHA R,"Occasional undercoloration on kolor fruits, the rest seems correct",3,Undercoloration
20,DUNKERQUE,SEBAS,566466,CGMU9387001,SAMBHAR,15 pallets all good / we claim 2 pallets 8 for undercoloration / 2 pallets 8 and 5 for external overmaturity and translucency / 2 pallets size 6 for undercoloration and translucency,3,"Translucency, Overmaturity, Undercoloration"
20,DUNKERQUE,ACON,566428,TTNU8427321,SAMBHAR,2 pallets rejected due to brown leaves,3,Brown leaves
20,DUNKERQUE,LAS BRISAS,566485,CGMU5606992,SAMBHAR,"3 Pallets rejected by customer due to external overmaturity, no temp data found on the recorder",3,Overmaturity
20,DUNKERQUE,AGRO INDUSTRIAL,566475,SEGU9177526,SAMBHAR,"3 pallets size 9 kolor will be sold on commission due to frequent presence of old aspect, pitting, overmaturity, we make reserves on less affected pallets
",2,"Overmaturity, Dehydration/Pitting"
20,DUNKERQUE,LAS BRISAS,566489,TTNU8882557,SAMBHAR,"Colo2 pallets completely green we claim those pallets, the rest all correct",3,Undercoloration
20,DUNKERQUE,ACON,566427,BMOU9652927,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,ACON,566431,CGMU5237019,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,ACON,566432,CGMU5451530,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,NORTENAS,566454,CGMU5224942,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,NORTENAS,566457,CXRU1251650,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,AGRO INDUSTRIAL,566470,TEMU9037201,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,AGRO INDUSTRIAL,566476,FBIU5078925,SAMBHAR,Direct customer - report will be sent later on ,4,
20,DUNKERQUE,BIO SWEET,566492,CGMU9382437,SAMBHAR,"Evident presence of mold formation, translucency, bruising signs of decay throught the pallets. We claim this arrival we'll come back with final results",1,"Translucency, Mould, Bruising, Decay"
20,DUNKERQUE,AGRO INDUSTRIAL,566469,CGMU5318698,SAMBHAR,Evident presence of undercoloration all pallets of kolor show green fruits and occasional bruising we claim this arrival,2,"Undercoloration, Bruising"
20,DUNKERQUE,AGRO INDUSTRIAL,566471,CXRU1244840,SAMBHAR,Frequent undercoloration on kolor pallets we claim 4 pallets cal7,3,Undercoloration
20,DUNKERQUE,VISA,566426,AMCU9337206,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,ACON,566433,CGMU5330461,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,NORTENAS,566455,SEKU9061150,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566458,CRSU6150874,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566459,TEMU9045573,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566461,CGMU8004263,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566462,CGMU5505750,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566463,TEMU9261968,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,TDV,566464,SEKU9266309,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,SEBAS,566467,TEMU9482531,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,AGRO INDUSTRIAL,566472,TEMU9816217,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,LAS BRISAS,566484,CGMU5537649,SAMBHAR,Good quality in general,4,
20,DUNKERQUE,ACON,566430,SEKU9141317,SAMBHAR,Isolated presence of mold formation and bruising otherwise good quality in general,4,
20,DUNKERQUE,LAS BRISAS,566487,SZLU9025698,SAMBHAR,Isolated presence of pitting and some undercoloration otherwise good quality in general,4,
20,DUNKERQUE,LAS BRISAS,566486,CGMU5630772,SAMBHAR,"Isolated translucency, good quality in general",4,
20,DUNKERQUE,LAS BRISAS,566482,CGMU5378402,SAMBHAR,Occasional presence of light mold,4,
20,DUNKERQUE,SEBAS,566468,SZLU9829063,SAMBHAR,Occasional presence of light mold and brown leaves,4,
20,DUNKERQUE,TDV,566460,TRIU8053231,SAMBHAR,"One pallet affected by signs of overmaturity and bruising, some boxes arrived crushed the rest all correct",3,"Overmaturity, Bruising"
20,DUNKERQUE,TDV,566465,TEMU9215860,SAMBHAR,One pallet size 9 affected by signs of overmaturity and bruising the rest all correct,3,"Overmaturity, Bruising"
20,DUNKERQUE,NORTENAS,566456,SEGU9132645,SAMBHAR,"Some pallets arrived damaged with compressed boxes, good quality overall",4,
20,DUNKERQUE,LAS BRISAS,566490,TTNU8920277,SAMBHAR,We claim 2 pals size 10 and 2 pals size 9 for excessive presence of external overmaturity,3,Overmaturity
20,DUNKERQUE,AGRO INDUSTRIAL,566473,CGMU5539533,SAMBHAR,"We claim 3 pallets size 8 and 3 size 9 due to old aspect, pitting and brown leaves ",2,"Overmaturity, Dehydration/Pitting, Brown leaves"
20,DUNKERQUE,LAS BRISAS,566488,TEMU9334874,SAMBHAR,We claim 5 pallets (2 size7 and 2 size 8 and 1 size 8/10) due to brown leaves and mold formation on crowns and signs of overmaturity and pitting,2,"Mould, Overmaturity, Dehydration/Pitting, Brown leaves"
20,DUNKERQUE,ACON,566429,CGMU5233190,SAMBHAR,We claim size 9/11 for underweights,4,
21,ANVERS,ACON,2201572,HLBU9627228,CAPE CORFU,20-25% of fruits inspected affected by mold on crown cut ends,4,
21,ANVERS,LAS BRISAS,2201537,HLBU9372528,CAPE CORFU,Direct customer - report will be sent later on ,4,
21,ANVERS,ACON,2201573,HLBU9406227,CAPE CORFU,Direct customer - report will be sent later on ,4,
21,ANVERS,ACON,2201574,HLBU9479732,CAPE CORFU,Direct customer - report will be sent later on ,4,
21,ANVERS,NORTENAS,2201589,HLBU9928279,CAPE CORFU,Direct customer - report will be sent later on ,4,
21,ANVERS,LAS BRISAS,2201535,HLBU9310980,CAPE CORFU,Good quality in general,4,
21,ANVERS,LAS BRISAS,2201536,HLBU9236590,CAPE CORFU,Good quality in general,4,
21,ANVERS,LAS BRISAS,2201534,HLBU9786451,CAPE CORFU,Good quality overall,4,
21,ANVERS,ACON,2201571,CXRU1532868,CAPE CORFU,Good quality overall,4,
21,ANVERS,NORTENAS,2201590,NIDU6502162,CAPE CORFU,Good quality overall,4,
21,ANVERS,LAS BRISAS,2201540,HLBU9729908,CAPE CORFU,Kolor pallets showing 50% of fruits with green coloration claims to be expected,2,Undercoloration
21,ANVERS,LAS BRISAS,2201538,HLBU9856991,CAPE CORFU,"Kolor pallets showing 50% of fruits with green coloration claims to be expected, the rest seems correct",3,Undercoloration
21,ANVERS,LAS BRISAS,2201539,TEMU9834566,CAPE CORFU,Occasional light mold formation,4,
21,ANVERS,SEBAS,2201532,CAIU5532688,CAPE CORFU K&N,"25% to 30% of inspected kolor fruits show green coloration, and 10% of fruits affected by light mold, claims to be expected.",3,"Mould, Undercoloration"
21,ANVERS,SEBAS,2201533,HLBU9077327,CAPE CORFU K&N,"50% to 55% of inspected kolor fruits show green coloration, and 15% of fruits affected by light mold, claims to be expected.",2,"Mould, Undercoloration"
21,ANVERS,PCC,2201577,HLBU9695201,CAPE CORFU K&N,Good quality overall,4,
21,ANVERS,PCC,2201578,NIDU6207167,CAPE CORFU K&N,Good quality overall,4,
21,ANVERS,PCC,2201579,HLBU9671935,CAPE CORFU K&N,Isolated presence of mold formation and brown leaves,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566523,SEKU9268641,FORT SAINT CHARLES,2 pallets kolor all green coloration and bruising we claim these 2 pallets the rest all good,3,"Undercoloration, Bruising"
21,DUNKERQUE,SEBAS,566505,CGMU5396113,FORT SAINT CHARLES,20% of fruits inspected affected by light mold the rest all good,4,Mould
21,DUNKERQUE,TDV,566522,CGMU8001916,FORT SAINT CHARLES,25% of fruits inspected affected by mold formation,4,Mould
21,DUNKERQUE,ACON,566496,CAIU5654665,FORT SAINT CHARLES,25% of fruits inspected affected by mold on size 10/15 the rest seems correct,2,Mould
21,DUNKERQUE,TDV,566520,BMOU9006280,FORT SAINT CHARLES,25% of inspected boxes showing signs of dehydration and pitting,3,Dehydration/Pitting
21,DUNKERQUE,ACON,566497,CGMU5234112,FORT SAINT CHARLES,30% of fruits affected by mold formation,3,
21,DUNKERQUE,ACON,566495,CGMU6556685,FORT SAINT CHARLES,35% of fruits affected by mold formation ,3,
21,DUNKERQUE,LAS BRISAS ,566498,CAIU5587675,FORT SAINT CHARLES,"35% of fruits inspected affected by mold formation, bruising and some translucency claims to be expected",2,"Translucency, Mould, Bruising"
21,DUNKERQUE,AGRO INDUSTRIAL,566527,AMCU9302128,FORT SAINT CHARLES,"35% of fruits inspected affected by translucency and bruising, claims to be expected",3,"Translucency, Bruising"
21,DUNKERQUE,ACON,566494,CGMU6591583,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
21,DUNKERQUE,LAS BRISAS ,566500,CAIU5689419,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566528,CGMU6591773,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
21,DUNKERQUE,NORTENAS,566541,TLLU1058940,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
21,DUNKERQUE,BIO SWEET,566544,CGMU8014507,FORT SAINT CHARLES,Direct customer - report will be sent later on ,4,
21,DUNKERQUE,LAS BRISAS ,566501,CGMU5331283,FORT SAINT CHARLES,Good quality in general,4,
21,DUNKERQUE,LAS BRISAS ,566504,TRIU8682300,FORT SAINT CHARLES,Good quality in general,4,
21,DUNKERQUE,VISA,566506,SEGU9866926,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,TDV,566517,BMOU9619472,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,TDV,566518,TTNU8623366,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,TDV,566519,OTPU6322474,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,TDV,566521,TTNU8625292,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566524,CXRU1187709,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,NORTENAS,566540,TTNU8977499,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,NORTENAS,566542,AMCU9332652,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,NORTENAS,566543,AMCU9340663,FORT SAINT CHARLES,Good quality overall,4,
21,DUNKERQUE,VISA,566507,CGMU9353700,FORT SAINT CHARLES,Isolated presence of signs of dehydration and pitting. The rest all good,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566526,TTNU8917632,FORT SAINT CHARLES,Isolated presence of translucency otherwise good quality in general,4,
21,DUNKERQUE,LAS BRISAS ,566503,TCLU1127430,FORT SAINT CHARLES,Isolated presence of translucency otherwise good quality overall,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566529,AMCU9347903,FORT SAINT CHARLES,Occasional presence of bruising and light translucency,4,
21,DUNKERQUE,TDV,566516,TEMU9872205,FORT SAINT CHARLES,One pallet size 9 showing signs of dehydration and pitting the rest all good,4,
21,DUNKERQUE,AGRO INDUSTRIAL,566525,SEKU9076150,FORT SAINT CHARLES,"we claim 1 pallet size9, 4 pallets size 7. 35% of fruits undercolored",2,Undercoloration
21,ANVERS,TDV,2201564,SZLU9470230,MSC VIDISHA R,25% of fruits inspected showing light mold formation,4,Mould
21,ANVERS,AGRO INDUSTRIAL,2201544,MEDU9729151,MSC VIDISHA R,"All kolor pallets are undercolored we claim these pallets, the rest seems correct",2,Undercoloration
21,ANVERS,LAS BRISAS,2201541,SEGU9476595,MSC VIDISHA R,"Damaged cartons, some wrong labels.",4,
21,ANVERS,AGRO INDUSTRIAL,566567,MEDU9680010,MSC VIDISHA R,Direct customer - report will be sent later on ,4,
21,ANVERS,AGRO INDUSTRIAL,2201546,TRIU8993576,MSC VIDISHA R,Good quality overall,4,
21,ANVERS,AGRO INDUSTRIAL,2201545,OTPU6066773,MSC VIDISHA R,Occasional light translucency and light mold formation,3,"Translucency, Mould"
21,ANVERS,SEBAS,2201542,TTNU8712340,MSC VIDISHA R,"Occasional presence of signs of dehydration, light mold formation, isolated green coloration and brown leaves",3,"Mould, Dehydration/Pitting, Undercoloration, Brown leaves"
21,ANVERS,TDV,2201563,CXRU1014154,MSC VIDISHA R,"Occasional undercoloration on kolor boxes, the rest seems correct",4,Undercoloration
21,ANVERS,TDV,2201562,TRIU8168210,MSC VIDISHA R,"Some pallets arrived damaged with compressed boxes will need to be re stacked, 15% to 20% mold formation on boxes inspected",3,Mould
22,DUNKERQUE,ACON,566594,SZLU9027767,FORT DE FRANCE,"1 pallet of kolor size 8 claimed mixed maturity claimed, frequent undercoloration on kolor pallets, occasional mold formation on crownless fruits",3,"Mould, Overmaturity, Undercoloration"
22,DUNKERQUE,LAS BRISAS,566585,CGMU5134495,FORT DE FRANCE,"2 pals size 5 kolor, 1 pal 7 colo2 and 1pal 9 kolor in commission for internal and external overmaturity",2,"Overmaturity, Undercoloration"
22,DUNKERQUE,ACON,566591,CGMU6940833,FORT DE FRANCE,4 pals with up to 50% (fully claimed) - the rest are correct but we keep reserve in case of claim,1,"Translucency, Mould"
22,DUNKERQUE,AGRO INDUSTRIAL,566599,CGMU9296339,FORT DE FRANCE,"5 pallets size 9 affected by overmaturity, pitting on claim, kolor pallets  undercolored.",2,"Overmaturity, Dehydration/Pitting, Undercoloration"
22,DUNKERQUE,AGRO INDUSTRIAL,566600,CXRU1578051,FORT DE FRANCE,All inspected kolor pallets showing green coloration claims to be expected ,2,Undercoloration
22,DUNKERQUE,AGRO INDUSTRIAL,566602,SILU 7022123,FORT DE FRANCE,All inspected kolor pallets showing green coloration claims to be expected ,2,Undercoloration
22,DUNKERQUE,TDV,566572,BMOU9645574,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,PCC,566578,CGMU5551170,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,LAS BRISAS,566584,PCIU6070638,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,ACON,566590,TCLU1327660,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,NORTENAS,566592,CGMU6936140,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,ACON,566592,CGMU6911820,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,AGRO INDUSTRIAL,566598,SILU7012450,FORT DE FRANCE,Direct customer - report will be sent later on ,4,
22,DUNKERQUE,TDV,566571,SEKU9131704,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,TDV,566573,TTNU8891693,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,TDV,566574,SZLU9627273,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,TDV,566576,TEMU9889717,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,TDV,566577,SEGU9168519,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,NORTENAS,566581,CGMU5608589,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,LAS BRISAS,566588,CGMU6566209,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,LAS BRISAS,566589,SEGU9649371,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,ACON,566593,CGMU6917068,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,AGRO INDUSTRIAL,566596,TLLU1066816,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,AGRO INDUSTRIAL,566597,CGMU9292971,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,AGRO INDUSTRIAL,566601,APRU5738565,FORT DE FRANCE,Good quality in general,4,
22,DUNKERQUE,NORTENAS,566582,SEKU9292416,FORT DE FRANCE,"Isolated decay, otherwise good quality in general",4,
22,DUNKERQUE,ACON,566595,CGMU7026503,FORT DE FRANCE,"Kolor: we claim fully (3 pallets size 9) and (1 pallet size 8) for up 50% overmaturity and old fruits 
we claim all kolor size 7 for 50% undercoloration / 

Classic: all good
",1,"Overmaturity, Undercoloration"
22,DUNKERQUE,VISA,566583,CGMU6949759,FORT DE FRANCE,Occasional presence of bruising,4,Bruising
22,DUNKERQUE,TDV,566575,CGMU5253513,FORT DE FRANCE,Occasional presence of bruising and translucency,3,"Translucency, Bruising"
22,DUNKERQUE,LAS BRISAS,566587,CGMU5363887,FORT DE FRANCE,"Presence of translucency, pitting on 9/12 and mold formation on 10/15 we make reserve, the rest seems correct",3,"Translucency, Dehydration/Pitting"
22,ANVERS,AGRO INDUSTRIAL,2201613,FSCU5777081,MSC ZLATA R,"30% of inspected kolor fruits are green, the rest seems correct",3,Undercoloration
22,ANVERS,LAS BRISAS,2201638,MEDU9824708,MSC ZLATA R,"30% of kolor fruits show green coloration, the rest seems correct",3,Undercoloration
22,ANVERS,AGRO INDUSTRIAL,2201612,OTPU6023149,MSC ZLATA R,"50% of inspected kolor fruits showing green coloration, claims to be expected, the rest seems correct",3,Undercoloration
22,ANVERS,LAS BRISAS,2201639,TEMU9590407,MSC ZLATA R,"All inspected colo 2 pallets undercolored, crownless fruits all good",2,Undercoloration
22,ANVERS,TDV,2201614,CXRU1551636,MSC ZLATA R,Direct customer - report will be sent later on ,4,
22,ANVERS,LAS BRISAS,2201633,CXRU1468286,MSC ZLATA R,Direct customer - report will be sent later on ,4,
22,ANVERS,AGRO INDUSTRIAL,2201607,SZLU9360274,MSC ZLATA R,Good quality in general,4,
22,ANVERS,AGRO INDUSTRIAL,2201608,OTPU6697980,MSC ZLATA R,Good quality in general,4,
22,ANVERS,AGRO INDUSTRIAL,2201609,MEDU9182573,MSC ZLATA R,Good quality in general,4,
22,ANVERS,AGRO INDUSTRIAL,2201611,MEDU9839884,MSC ZLATA R,Good quality in general,4,
22,ANVERS,TDV,2201615,SZLU9160300,MSC ZLATA R,Good quality in general,4,
22,ANVERS,TDV,2201617,OTPU6027381,MSC ZLATA R,Good quality in general,4,
22,ANVERS,LAS BRISAS,2201634,SEGU9771498,MSC ZLATA R,Good quality in general,4,
22,ANVERS,LAS BRISAS,2201635,TEMU9488118,MSC ZLATA R,Good quality in general,4,
22,ANVERS,LAS BRISAS,2201637,SZLU9277508,MSC ZLATA R,No labels Wet and damaged boxes.,4,
22,ANVERS,LAS BRISAS,2201636,TRIU8024700,MSC ZLATA R,Wet and damaged boxes.,4,
22,ANVERS,ACON,2201627,HLBU6118715,PUERTO LIMON EXPRESS,"15 to 20% of fruits affected by mold formation and translucency, we make reserve in case of claim",3,"Translucency, Mould"
22,ANVERS,LAS BRISAS,2201605,HLBU9474900,PUERTO LIMON EXPRESS,15% to 20% of fruits affected by mold formation,4,Mould
22,ANVERS,ACON,2201628,HLBU9206044,PUERTO LIMON EXPRESS,"20 to 25% of fruits affected by mold formation and translucency, we make reserve in case of claim",3,"Translucency, Mould"
22,ANVERS,LAS BRISAS,2201603,HLBU9886173,PUERTO LIMON EXPRESS,"20% to 25% of fruits affected by translucency and mold formation, we make reserve in case of claim",3,"Translucency, Mould"
22,ANVERS,LAS BRISAS,566640,UACU4761134,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,LAS BRISAS,566640,UACU4761134,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,LAS BRISAS,2201604,HLBU9035701,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,LAS BRISAS,2201606,HLBU9194004,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,NORTENAS,2201620,HLBU6121811,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,ACON,2201625,HLBU9640493,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,ACON,2201626,DAYU6714615,PUERTO LIMON EXPRESS,Direct customer - report will be sent later on ,4,
22,ANVERS,LAS BRISAS,2201596,HLXU8781848,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,LAS BRISAS,2201600,UACU4744374,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,LAS BRISAS,2201601,HLBU9031331,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,LAS BRISAS,2201602,UACU4746551,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,NORTENAS,2201618,HLBU9435420,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,NORTENAS,2201619,CAAU4038976,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,VISA,2201645,HLBU9072393,PUERTO LIMON EXPRESS,Good quality overall,4,
22,ANVERS,LAS BRISAS,2201598,HLXU8785099,PUERTO LIMON EXPRESS,Isolated presence of brown leaves and light mold formation,4,
22,ANVERS,LAS BRISAS,2201599,HLBU9406818,PUERTO LIMON EXPRESS,Isolated presence of mold formation,4,
22,ANVERS,PCC,2201623,TEMU9024903,PUERTO LIMON EXPRESS K&N,20 to 25% of fruits affected by translucency,3,Translucency
22,ANVERS,PCC,2201622,CXRU1091947,PUERTO LIMON EXPRESS K&N,Good quality overall,4,
22,ANVERS,PCC,2201624,CAAU4063623,PUERTO LIMON EXPRESS K&N,Good quality overall,4,
23,VLISSINGEN,LAS BRISAS,2201652,TEMU9552388,CHIQUITA FARMER,Good quality in general,4,
23,VLISSINGEN,LAS BRISAS,2201651,TEMU9549743,CHIQUITA FARMER,Good quality overall,4,
23,DUNKERQUE,TDV,566679,AMCU9347499,FORT ROYAL,"1 pallet size 9 highly affected by bruising will be sold on comission, the rest is all good",4,Bruising
23,DUNKERQUE,ACON,566683,CGMU5073050,FORT ROYAL,"30% of inspected fruits affected by mold formation and translucency on crownless pallets, the rest seems correct",3,"Translucency, Mould"
23,DUNKERQUE,AGRO INDUSTRIAL,566663,TRIU8892288,FORT ROYAL,"All kolor pallets inspected show green coloration, occasional presence of mold, pitting and translucency, we make reserve In case of claims",2,"Mould, Dehydration/Pitting, Undercoloration"
23,DUNKERQUE,AGRO INDUSTRIAL,566669,APRU6126585,FORT ROYAL,Direct customer - report will be sent later on ,4,
23,DUNKERQUE,ACON,566681,CAIU5508906,FORT ROYAL,Direct customer - report will be sent later on ,4,
23,DUNKERQUE,LAS BRISAS,566685,CGMU9305908,FORT ROYAL,Direct customer - report will be sent later on ,4,
23,DUNKERQUE,AGRO INDUSTRIAL,566662,CGMU5237261,FORT ROYAL,"Frequent presence of mixed coloration, pitting and translucency on kolor pallets, the rest seems correct",3,"Translucency, Dehydration/Pitting, Undercoloration"
23,DUNKERQUE,LAS BRISAS,566688,SZLU9498664,FORT ROYAL,"Frequent presence of mold formation on crownless fruits, classic seems correct",3,Mould
